League,Team,Opponent,TransitionClass,TeamMatchRows,OpponentTotalRows,TransitionRateVsOpponentPct
Spanish La Liga,Elche,Valencia,Protected Lead,1,6,16.67
Spanish La Liga,Elche,Valencia,Recovery Draw,1,6,16.67
Spanish La Liga,Elche,Valladolid,Lead Slip,2,4,50.0
Spanish La Liga,Elche,Valladolid,No Recovery,1,4,25.0
Spanish La Liga,Elche,Valladolid,Recovery Draw,1,4,25.0
Spanish La Liga,Elche,Vallecano,Draw Breakthrough,1,4,25.0
Spanish La Liga,Elche,Vallecano,Draw Lost,2,4,50.0
Spanish La Liga,Elche,Vallecano,Protected Lead,1,4,25.0
Spanish La Liga,Elche,Villarreal,Draw Breakthrough,1,6,16.67
Spanish La Liga,Elche,Villarreal,No Recovery,2,6,33.33
Spanish La Liga,Elche,Villarreal,Protected Lead,1,6,16.67
Spanish La Liga,Elche,Villarreal,Recovery Draw,1,6,16.67
Spanish La Liga,Elche,Villarreal,Stable Draw,1,6,16.67
Spanish La Liga,Espanol,Alaves,Draw Breakthrough,5,12,41.67
Spanish La Liga,Espanol,Alaves,Draw Lost,1,12,8.33
Spanish La Liga,Espanol,Alaves,Lead Collapse,1,12,8.33
Spanish La Liga,Espanol,Alaves,No Recovery,1,12,8.33
Spanish La Liga,Espanol,Alaves,Protected Lead,2,12,16.67
Spanish La Liga,Espanol,Alaves,Stable Draw,2,12,16.67
Spanish La Liga,Espanol,Almeria,No Recovery,1,2,50.0
Spanish La Liga,Espanol,Almeria,Stable Draw,1,2,50.0
Spanish La Liga,Espanol,Ath Bilbao,Comeback Win,1,16,6.25
Spanish La Liga,Espanol,Ath Bilbao,Draw Breakthrough,1,16,6.25
Spanish La Liga,Espanol,Ath Bilbao,Lead Slip,2,16,12.5
Spanish La Liga,Espanol,Ath Bilbao,No Recovery,6,16,37.5
Spanish La Liga,Espanol,Ath Bilbao,Protected Lead,2,16,12.5
Spanish La Liga,Espanol,Ath Bilbao,Recovery Draw,1,16,6.25
Spanish La Liga,Espanol,Ath Bilbao,Stable Draw,3,16,18.75
Spanish La Liga,Espanol,Ath Madrid,Draw Breakthrough,2,16,12.5
Spanish La Liga,Espanol,Ath Madrid,Draw Lost,5,16,31.25
Spanish La Liga,Espanol,Ath Madrid,Lead Collapse,1,16,6.25
Spanish La Liga,Espanol,Ath Madrid,Lead Slip,1,16,6.25
Spanish La Liga,Espanol,Ath Madrid,No Recovery,1,16,6.25
Spanish La Liga,Espanol,Ath Madrid,Protected Lead,1,16,6.25
Spanish La Liga,Espanol,Ath Madrid,Recovery Draw,2,16,12.5
Spanish La Liga,Espanol,Ath Madrid,Stable Draw,3,16,18.75
Spanish La Liga,Espanol,Barcelona,Draw Lost,5,16,31.25
Spanish La Liga,Espanol,Barcelona,Lead Slip,1,16,6.25
Spanish La Liga,Espanol,Barcelona,No Recovery,6,16,37.5
Spanish La Liga,Espanol,Barcelona,Recovery Draw,1,16,6.25
Spanish La Liga,Espanol,Barcelona,Stable Draw,3,16,18.75
Spanish La Liga,Espanol,Betis,Draw Breakthrough,3,16,18.75
Spanish La Liga,Espanol,Betis,Draw Lost,3,16,18.75
Spanish La Liga,Espanol,Betis,Lead Collapse,1,16,6.25
Spanish La Liga,Espanol,Betis,Lead Slip,2,16,12.5
Spanish La Liga,Espanol,Betis,No Recovery,4,16,25.0
Spanish La Liga,Espanol,Betis,Protected Lead,2,16,12.5
Spanish La Liga,Espanol,Betis,Recovery Draw,1,16,6.25
Spanish La Liga,Espanol,Cadiz,Lead Slip,1,4,25.0
Spanish La Liga,Espanol,Cadiz,Protected Lead,1,4,25.0
Spanish La Liga,Espanol,Cadiz,Recovery Draw,1,4,25.0
Spanish La Liga,Espanol,Cadiz,Stable Draw,1,4,25.0
Spanish La Liga,Espanol,Celta,Draw Breakthrough,1,16,6.25
Spanish La Liga,Espanol,Celta,Draw Lost,1,16,6.25
Spanish La Liga,Espanol,Celta,Lead Slip,2,16,12.5
Spanish La Liga,Espanol,Celta,No Recovery,3,16,18.75
Spanish La Liga,Espanol,Celta,Protected Lead,3,16,18.75
Spanish La Liga,Espanol,Celta,Recovery Draw,1,16,6.25
Spanish La Liga,Espanol,Celta,Stable Draw,5,16,31.25
Spanish La Liga,Espanol,Eibar,Draw Breakthrough,2,10,20.0
Spanish La Liga,Espanol,Eibar,Draw Lost,1,10,10.0
Spanish La Liga,Espanol,Eibar,No Recovery,4,10,40.0
Spanish La Liga,Espanol,Eibar,Protected Lead,1,10,10.0
Spanish La Liga,Espanol,Eibar,Recovery Draw,2,10,20.0
Spanish La Liga,Espanol,Elche,Draw Breakthrough,1,4,25.0
Spanish La Liga,Espanol,Elche,No Recovery,1,4,25.0
Spanish La Liga,Espanol,Elche,Recovery Draw,1,4,25.0
Spanish La Liga,Espanol,Elche,Stable Draw,1,4,25.0
Spanish La Liga,Espanol,Getafe,Draw Breakthrough,2,14,14.29
Spanish La Liga,Espanol,Getafe,Draw Lost,3,14,21.43
Spanish La Liga,Espanol,Getafe,No Recovery,2,14,14.29
Spanish La Liga,Espanol,Getafe,Protected Lead,4,14,28.57
Spanish La Liga,Espanol,Getafe,Stable Draw,3,14,21.43
Spanish La Liga,Espanol,Girona,Draw Breakthrough,1,8,12.5
Spanish La Liga,Espanol,Girona,Draw Lost,1,8,12.5
Spanish La Liga,Espanol,Girona,No Recovery,3,8,37.5
Spanish La Liga,Espanol,Girona,Protected Lead,1,8,12.5
Spanish La Liga,Espanol,Girona,Recovery Draw,1,8,12.5
Spanish La Liga,Espanol,Girona,Stable Draw,1,8,12.5
Spanish La Liga,Espanol,Granada,Draw Lost,1,8,12.5
Spanish La Liga,Espanol,Granada,No Recovery,1,8,12.5
Spanish La Liga,Espanol,Granada,Protected Lead,3,8,37.5
Spanish La Liga,Espanol,Granada,Recovery Draw,1,8,12.5
Spanish La Liga,Espanol,Granada,Stable Draw,2,8,25.0
Spanish La Liga,Espanol,Huesca,Lead Slip,1,2,50.0
Spanish La Liga,Espanol,Huesca,Protected Lead,1,2,50.0
Spanish La Liga,Espanol,La Coruna,Draw Breakthrough,1,6,16.67
Spanish La Liga,Espanol,La Coruna,No Recovery,1,6,16.67
Spanish La Liga,Espanol,La Coruna,Protected Lead,2,6,33.33
Spanish La Liga,Espanol,La Coruna,Stable Draw,2,6,33.33
Spanish La Liga,Espanol,Las Palmas,Draw Breakthrough,2,8,25.0
Spanish La Liga,Espanol,Las Palmas,Draw Lost,1,8,12.5
Spanish La Liga,Espanol,Las Palmas,Lead Slip,1,8,12.5
Spanish La Liga,Espanol,Las Palmas,No Recovery,1,8,12.5
Spanish La Liga,Espanol,Las Palmas,Protected Lead,1,8,12.5
Spanish La Liga,Espanol,Las Palmas,Recovery Draw,1,8,12.5
Spanish La Liga,Espanol,Las Palmas,Stable Draw,1,8,12.5
Spanish La Liga,Espanol,Leganes,Draw Breakthrough,2,10,20.0
Spanish La Liga,Espanol,Leganes,Draw Lost,1,10,10.0
Spanish La Liga,Espanol,Leganes,No Recovery,4,10,40.0
Spanish La Liga,Espanol,Leganes,Protected Lead,2,10,20.0
Spanish La Liga,Espanol,Leganes,Stable Draw,1,10,10.0
Spanish La Liga,Espanol,Levante,Comeback Win,1,10,10.0
Spanish La Liga,Espanol,Levante,Draw Breakthrough,1,10,10.0
Spanish La Liga,Espanol,Levante,Draw Lost,2,10,20.0
Spanish La Liga,Espanol,Levante,Lead Slip,1,10,10.0
Spanish La Liga,Espanol,Levante,Protected Lead,1,10,10.0
Spanish La Liga,Espanol,Levante,Recovery Draw,1,10,10.0
Spanish La Liga,Espanol,Levante,Stable Draw,3,10,30.0
Spanish La Liga,Espanol,Malaga,Lead Slip,1,6,16.67
Spanish La Liga,Espanol,Malaga,Protected Lead,4,6,66.67
Spanish La Liga,Espanol,Malaga,Stable Draw,1,6,16.67
Spanish La Liga,Espanol,Mallorca,Draw Breakthrough,2,8,25.0
Spanish La Liga,Espanol,Mallorca,Draw Lost,1,8,12.5
Spanish La Liga,Espanol,Mallorca,No Recovery,2,8,25.0
Spanish La Liga,Espanol,Mallorca,Protected Lead,2,8,25.0
Spanish La Liga,Espanol,Mallorca,Stable Draw,1,8,12.5
Spanish La Liga,Espanol,Osasuna,Draw Lost,2,10,20.0
Spanish La Liga,Espanol,Osasuna,Lead Collapse,1,10,10.0
Spanish La Liga,Espanol,Osasuna,No Recovery,1,10,10.0
Spanish La Liga,Espanol,Osasuna,Protected Lead,2,10,20.0
Spanish La Liga,Espanol,Osasuna,Recovery Draw,2,10,20.0
Spanish La Liga,Espanol,Osasuna,Stable Draw,2,10,20.0
Spanish La Liga,Espanol,Real Madrid,Draw Breakthrough,2,16,12.5
Spanish La Liga,Espanol,Real Madrid,Draw Lost,2,16,12.5
Spanish La Liga,Espanol,Real Madrid,No Recovery,11,16,68.75
Spanish La Liga,Espanol,Real Madrid,Protected Lead,1,16,6.25
Spanish La Liga,Espanol,Sevilla,Draw Breakthrough,1,16,6.25
Spanish La Liga,Espanol,Sevilla,Draw Lost,2,16,12.5
Spanish La Liga,Espanol,Sevilla,Lead Collapse,2,16,12.5
Spanish La Liga,Espanol,Sevilla,Lead Slip,1,16,6.25
Spanish La Liga,Espanol,Sevilla,No Recovery,6,16,37.5
Spanish La Liga,Espanol,Sevilla,Protected Lead,1,16,6.25
Spanish La Liga,Espanol,Sevilla,Recovery Draw,1,16,6.25
Spanish La Liga,Espanol,Sevilla,Stable Draw,2,16,12.5
Spanish La Liga,Espanol,Sociedad,Comeback Win,1,16,6.25
Spanish La Liga,Espanol,Sociedad,Draw Breakthrough,3,16,18.75
Spanish La Liga,Espanol,Sociedad,Draw Lost,4,16,25.0
Spanish La Liga,Espanol,Sociedad,Lead Collapse,1,16,6.25
Spanish La Liga,Espanol,Sociedad,Lead Slip,1,16,6.25
Spanish La Liga,Espanol,Sociedad,No Recovery,5,16,31.25
Spanish La Liga,Espanol,Sociedad,Stable Draw,1,16,6.25
Spanish La Liga,Espanol,Sp Gijon,Draw Breakthrough,2,4,50.0
Spanish La Liga,Espanol,Sp Gijon,No Recovery,1,4,25.0
Spanish La Liga,Espanol,Sp Gijon,Recovery Draw,1,4,25.0
Spanish La Liga,Espanol,Valencia,Draw Breakthrough,2,16,12.5
Spanish La Liga,Espanol,Valencia,Draw Lost,3,16,18.75
Spanish La Liga,Espanol,Valencia,Lead Collapse,1,16,6.25
Spanish La Liga,Espanol,Valencia,Lead Slip,2,16,12.5
Spanish La Liga,Espanol,Valencia,No Recovery,3,16,18.75
Spanish La Liga,Espanol,Valencia,Protected Lead,1,16,6.25
Spanish La Liga,Espanol,Valencia,Stable Draw,4,16,25.0
Spanish La Liga,Espanol,Valladolid,Draw Breakthrough,2,8,25.0
Spanish La Liga,Espanol,Valladolid,Draw Lost,1,8,12.5
Spanish La Liga,Espanol,Valladolid,Lead Slip,1,8,12.5
Spanish La Liga,Espanol,Valladolid,No Recovery,3,8,37.5
Spanish La Liga,Espanol,Valladolid,Protected Lead,1,8,12.5
Spanish La Liga,Espanol,Vallecano,Comeback Win,1,10,10.0
Spanish La Liga,Espanol,Vallecano,Draw Breakthrough,2,10,20.0
Spanish La Liga,Espanol,Vallecano,Draw Lost,1,10,10.0
Spanish La Liga,Espanol,Vallecano,Lead Slip,1,10,10.0
Spanish La Liga,Espanol,Vallecano,No Recovery,3,10,30.0
Spanish La Liga,Espanol,Vallecano,Protected Lead,2,10,20.0
Spanish La Liga,Espanol,Villarreal,Draw Breakthrough,1,16,6.25
Spanish La Liga,Espanol,Villarreal,Draw Lost,3,16,18.75
Spanish La Liga,Espanol,Villarreal,Lead Collapse,2,16,12.5
Spanish La Liga,Espanol,Villarreal,Lead Slip,1,16,6.25
Spanish La Liga,Espanol,Villarreal,No Recovery,3,16,18.75
Spanish La Liga,Espanol,Villarreal,Protected Lead,1,16,6.25
Spanish La Liga,Espanol,Villarreal,Recovery Draw,2,16,12.5
Spanish La Liga,Espanol,Villarreal,Stable Draw,3,16,18.75
Spanish La Liga,Getafe,Alaves,Draw Breakthrough,1,14,7.14
Spanish La Liga,Getafe,Alaves,Draw Lost,1,14,7.14
Spanish La Liga,Getafe,Alaves,Lead Slip,1,14,7.14
Spanish La Liga,Getafe,Alaves,No Recovery,1,14,7.14
Spanish La Liga,Getafe,Alaves,Protected Lead,4,14,28.57
Spanish La Liga,Getafe,Alaves,Recovery Draw,1,14,7.14
Spanish La Liga,Getafe,Alaves,Stable Draw,5,14,35.71
Spanish La Liga,Getafe,Almeria,Draw Breakthrough,1,4,25.0
Spanish La Liga,Getafe,Almeria,No Recovery,2,4,50.0
Spanish La Liga,Getafe,Almeria,Protected Lead,1,4,25.0
Spanish La Liga,Getafe,Ath Bilbao,Draw Breakthrough,1,18,5.56
Spanish La Liga,Getafe,Ath Bilbao,Draw Lost,2,18,11.11
Spanish La Liga,Getafe,Ath Bilbao,No Recovery,3,18,16.67
Spanish La Liga,Getafe,Ath Bilbao,Protected Lead,1,18,5.56
Spanish La Liga,Getafe,Ath Bilbao,Recovery Draw,3,18,16.67
Spanish La Liga,Getafe,Ath Bilbao,Stable Draw,8,18,44.44
Spanish La Liga,Getafe,Ath Madrid,Draw Breakthrough,1,18,5.56
Spanish La Liga,Getafe,Ath Madrid,Draw Lost,3,18,16.67
Spanish La Liga,Getafe,Ath Madrid,Lead Collapse,1,18,5.56
Spanish La Liga,Getafe,Ath Madrid,No Recovery,10,18,55.56
Spanish La Liga,Getafe,Ath Madrid,Recovery Draw,1,18,5.56
Spanish La Liga,Getafe,Ath Madrid,Stable Draw,2,18,11.11
Spanish La Liga,Getafe,Barcelona,Draw Breakthrough,1,18,5.56
Spanish La Liga,Getafe,Barcelona,Lead Collapse,1,18,5.56
Spanish La Liga,Getafe,Barcelona,No Recovery,11,18,61.11
Spanish La Liga,Getafe,Barcelona,Stable Draw,5,18,27.78
Spanish La Liga,Getafe,Betis,Draw Breakthrough,4,18,22.22
Spanish La Liga,Getafe,Betis,Draw Lost,5,18,27.78
Spanish La Liga,Getafe,Betis,Lead Slip,2,18,11.11
Spanish La Liga,Getafe,Betis,No Recovery,2,18,11.11
Spanish La Liga,Getafe,Betis,Protected Lead,2,18,11.11
Spanish La Liga,Getafe,Betis,Stable Draw,3,18,16.67
Spanish La Liga,Getafe,Cadiz,Draw Breakthrough,1,8,12.5
Spanish La Liga,Getafe,Cadiz,Draw Lost,1,8,12.5
Spanish La Liga,Getafe,Cadiz,No Recovery,1,8,12.5
Spanish La Liga,Getafe,Cadiz,Protected Lead,2,8,25.0
Spanish La Liga,Getafe,Cadiz,Recovery Draw,1,8,12.5
Spanish La Liga,Getafe,Cadiz,Stable Draw,2,8,25.0
Spanish La Liga,Getafe,Celta,Draw Breakthrough,1,18,5.56
Spanish La Liga,Getafe,Celta,Draw Lost,3,18,16.67
Spanish La Liga,Getafe,Celta,Lead Slip,1,18,5.56
Spanish La Liga,Getafe,Celta,No Recovery,2,18,11.11
Spanish La Liga,Getafe,Celta,Protected Lead,5,18,27.78
Spanish La Liga,Getafe,Celta,Recovery Draw,2,18,11.11
Spanish La Liga,Getafe,Celta,Stable Draw,4,18,22.22
Spanish La Liga,Getafe,Eibar,Draw Breakthrough,1,10,10.0
Spanish La Liga,Getafe,Eibar,Draw Lost,1,10,10.0
Spanish La Liga,Getafe,Eibar,Lead Slip,2,10,20.0
Spanish La Liga,Getafe,Eibar,No Recovery,1,10,10.0
Spanish La Liga,Getafe,Eibar,Protected Lead,2,10,20.0
Spanish La Liga,Getafe,Eibar,Stable Draw,3,10,30.0
Spanish La Liga,Getafe,Elche,Draw Breakthrough,2,6,33.33
Spanish La Liga,Getafe,Elche,Draw Lost,2,6,33.33
Spanish La Liga,Getafe,Elche,Recovery Draw,1,6,16.67
Spanish La Liga,Getafe,Elche,Stable Draw,1,6,16.67
Spanish La Liga,Getafe,Espanol,Draw Breakthrough,3,14,21.43
Spanish La Liga,Getafe,Espanol,Draw Lost,2,14,14.29
Spanish La Liga,Getafe,Espanol,No Recovery,4,14,28.57
Spanish La Liga,Getafe,Espanol,Protected Lead,2,14,14.29
Spanish La Liga,Getafe,Espanol,Stable Draw,3,14,21.43
Spanish La Liga,Getafe,Girona,No Recovery,4,10,40.0
Spanish La Liga,Getafe,Girona,Protected Lead,4,10,40.0
Spanish La Liga,Getafe,Girona,Stable Draw,2,10,20.0
Spanish La Liga,Getafe,Granada,Draw Breakthrough,1,10,10.0
Spanish La Liga,Getafe,Granada,Lead Collapse,1,10,10.0
Spanish La Liga,Getafe,Granada,Lead Slip,1,10,10.0
Spanish La Liga,Getafe,Granada,No Recovery,3,10,30.0
Spanish La Liga,Getafe,Granada,Protected Lead,2,10,20.0
Spanish La Liga,Getafe,Granada,Stable Draw,2,10,20.0
Spanish La Liga,Getafe,Huesca,Comeback Win,1,4,25.0
Spanish La Liga,Getafe,Huesca,Draw Breakthrough,1,4,25.0
Spanish La Liga,Getafe,Huesca,Protected Lead,1,4,25.0
Spanish La Liga,Getafe,Huesca,Stable Draw,1,4,25.0
Spanish La Liga,Getafe,La Coruna,Draw Lost,1,4,25.0
Spanish La Liga,Getafe,La Coruna,Protected Lead,2,4,50.0
Spanish La Liga,Getafe,La Coruna,Stable Draw,1,4,25.0
Spanish La Liga,Getafe,Las Palmas,Draw Breakthrough,2,8,25.0
Spanish La Liga,Getafe,Las Palmas,Lead Collapse,1,8,12.5
Spanish La Liga,Getafe,Las Palmas,Lead Slip,1,8,12.5
Spanish La Liga,Getafe,Las Palmas,No Recovery,2,8,25.0
Spanish La Liga,Getafe,Las Palmas,Protected Lead,2,8,25.0
Spanish La Liga,Getafe,Leganes,Draw Breakthrough,1,8,12.5
Spanish La Liga,Getafe,Leganes,Draw Lost,2,8,25.0
Spanish La Liga,Getafe,Leganes,Lead Slip,1,8,12.5
Spanish La Liga,Getafe,Leganes,Protected Lead,2,8,25.0
Spanish La Liga,Getafe,Leganes,Stable Draw,2,8,25.0
Spanish La Liga,Getafe,Levante,Draw Breakthrough,3,12,25.0
Spanish La Liga,Getafe,Levante,Draw Lost,3,12,25.0
Spanish La Liga,Getafe,Levante,No Recovery,2,12,16.67
Spanish La Liga,Getafe,Levante,Protected Lead,1,12,8.33
Spanish La Liga,Getafe,Levante,Stable Draw,3,12,25.0
Spanish La Liga,Getafe,Malaga,Draw Breakthrough,2,4,50.0
Spanish La Liga,Getafe,Malaga,No Recovery,1,4,25.0
Spanish La Liga,Getafe,Malaga,Protected Lead,1,4,25.0
Spanish La Liga,Getafe,Mallorca,Draw Breakthrough,4,10,40.0
Spanish La Liga,Getafe,Mallorca,Draw Lost,2,10,20.0
Spanish La Liga,Getafe,Mallorca,Lead Collapse,1,10,10.0
Spanish La Liga,Getafe,Mallorca,Protected Lead,1,10,10.0
Spanish La Liga,Getafe,Mallorca,Stable Draw,2,10,20.0
Spanish La Liga,Getafe,Osasuna,Comeback Win,1,12,8.33
Spanish La Liga,Getafe,Osasuna,Draw Breakthrough,4,12,33.33
Spanish La Liga,Getafe,Osasuna,Lead Slip,1,12,8.33
Spanish La Liga,Getafe,Osasuna,No Recovery,1,12,8.33
Spanish La Liga,Getafe,Osasuna,Protected Lead,1,12,8.33
Spanish La Liga,Getafe,Osasuna,Stable Draw,4,12,33.33
Spanish La Liga,Getafe,Real Madrid,Draw Lost,3,18,16.67
Spanish La Liga,Getafe,Real Madrid,Lead Collapse,1,18,5.56
Spanish La Liga,Getafe,Real Madrid,No Recovery,11,18,61.11
Spanish La Liga,Getafe,Real Madrid,Protected Lead,1,18,5.56
Spanish La Liga,Getafe,Real Madrid,Stable Draw,2,18,11.11
Spanish La Liga,Getafe,Sevilla,Draw Breakthrough,1,18,5.56
Spanish La Liga,Getafe,Sevilla,Draw Lost,5,18,27.78
Spanish La Liga,Getafe,Sevilla,No Recovery,6,18,33.33
Spanish La Liga,Getafe,Sevilla,Protected Lead,3,18,16.67
Spanish La Liga,Getafe,Sevilla,Stable Draw,3,18,16.67
Spanish La Liga,Getafe,Sociedad,Comeback Win,2,18,11.11
Spanish La Liga,Getafe,Sociedad,Draw Breakthrough,3,18,16.67
Spanish La Liga,Getafe,Sociedad,Lead Collapse,1,18,5.56
Spanish La Liga,Getafe,Sociedad,Lead Slip,1,18,5.56
Spanish La Liga,Getafe,Sociedad,No Recovery,4,18,22.22
Spanish La Liga,Getafe,Sociedad,Protected Lead,3,18,16.67
Spanish La Liga,Getafe,Sociedad,Stable Draw,4,18,22.22
Spanish La Liga,Getafe,Sp Gijon,Comeback Win,1,2,50.0
Spanish La Liga,Getafe,Sp Gijon,Stable Draw,1,2,50.0
Spanish La Liga,Getafe,Valencia,Draw Breakthrough,4,18,22.22
Spanish La Liga,Getafe,Valencia,Draw Lost,1,18,5.56
Spanish La Liga,Getafe,Valencia,No Recovery,4,18,22.22
Spanish La Liga,Getafe,Valencia,Protected Lead,2,18,11.11
Spanish La Liga,Getafe,Valencia,Recovery Draw,3,18,16.67
Spanish La Liga,Getafe,Valencia,Stable Draw,4,18,22.22
Spanish La Liga,Getafe,Valladolid,Draw Breakthrough,1,10,10.0
Spanish La Liga,Getafe,Valladolid,Draw Lost,1,10,10.0
Spanish La Liga,Getafe,Valladolid,No Recovery,2,10,20.0
Spanish La Liga,Getafe,Valladolid,Protected Lead,2,10,20.0
Spanish La Liga,Getafe,Valladolid,Stable Draw,4,10,40.0
Spanish La Liga,Getafe,Vallecano,Draw Breakthrough,1,12,8.33
Spanish La Liga,Getafe,Vallecano,No Recovery,4,12,33.33
Spanish La Liga,Getafe,Vallecano,Protected Lead,1,12,8.33
Spanish La Liga,Getafe,Vallecano,Recovery Draw,1,12,8.33
Spanish La Liga,Getafe,Vallecano,Stable Draw,5,12,41.67
Spanish La Liga,Getafe,Villarreal,Draw Breakthrough,2,18,11.11
Spanish La Liga,Getafe,Villarreal,Draw Lost,4,18,22.22
Spanish La Liga,Getafe,Villarreal,Lead Slip,1,18,5.56
Spanish La Liga,Getafe,Villarreal,No Recovery,6,18,33.33
Spanish La Liga,Getafe,Villarreal,Protected Lead,1,18,5.56
Spanish La Liga,Getafe,Villarreal,Recovery Draw,1,18,5.56
Spanish La Liga,Getafe,Villarreal,Stable Draw,3,18,16.67
Spanish La Liga,Girona,Alaves,Draw Breakthrough,2,8,25.0
Spanish La Liga,Girona,Alaves,Draw Lost,2,8,25.0
Spanish La Liga,Girona,Alaves,Lead Slip,2,8,25.0
Spanish La Liga,Girona,Alaves,No Recovery,1,8,12.5
Spanish La Liga,Girona,Alaves,Protected Lead,1,8,12.5
Spanish La Liga,Girona,Almeria,No Recovery,1,4,25.0
Spanish La Liga,Girona,Almeria,Protected Lead,2,4,50.0
Spanish La Liga,Girona,Almeria,Stable Draw,1,4,25.0
Spanish La Liga,Girona,Ath Bilbao,Draw Breakthrough,2,10,20.0
Spanish La Liga,Girona,Ath Bilbao,Draw Lost,1,10,10.0
Spanish La Liga,Girona,Ath Bilbao,Lead Collapse,1,10,10.0
Spanish La Liga,Girona,Ath Bilbao,No Recovery,3,10,30.0
Spanish La Liga,Girona,Ath Bilbao,Protected Lead,2,10,20.0
Spanish La Liga,Girona,Ath Bilbao,Stable Draw,1,10,10.0
Spanish La Liga,Girona,Ath Madrid,Draw Lost,3,10,30.0
Spanish La Liga,Girona,Ath Madrid,Lead Slip,2,10,20.0
Spanish La Liga,Girona,Ath Madrid,No Recovery,3,10,30.0
Spanish La Liga,Girona,Ath Madrid,Protected Lead,1,10,10.0
Spanish La Liga,Girona,Ath Madrid,Recovery Draw,1,10,10.0
Spanish La Liga,Girona,Barcelona,Comeback Win,1,10,10.0
Spanish La Liga,Girona,Barcelona,Draw Lost,1,10,10.0
Spanish La Liga,Girona,Barcelona,No Recovery,5,10,50.0
Spanish La Liga,Girona,Barcelona,Protected Lead,1,10,10.0
Spanish La Liga,Girona,Barcelona,Stable Draw,2,10,20.0
Spanish La Liga,Girona,Betis,Draw Breakthrough,1,10,10.0
Spanish La Liga,Girona,Betis,Draw Lost,2,10,20.0
Spanish La Liga,Girona,Betis,Lead Collapse,2,10,20.0
Spanish La Liga,Girona,Betis,Lead Slip,2,10,20.0
Spanish La Liga,Girona,Betis,No Recovery,2,10,20.0
Spanish La Liga,Girona,Betis,Recovery Draw,1,10,10.0
Spanish La Liga,Girona,Cadiz,Draw Breakthrough,1,4,25.0
Spanish La Liga,Girona,Cadiz,No Recovery,1,4,25.0
Spanish La Liga,Girona,Cadiz,Protected Lead,1,4,25.0
Spanish La Liga,Girona,Cadiz,Stable Draw,1,4,25.0
Spanish La Liga,Girona,Celta,Draw Breakthrough,1,10,10.0
Spanish La Liga,Girona,Celta,Draw Lost,1,10,10.0
Spanish La Liga,Girona,Celta,Lead Slip,1,10,10.0
Spanish La Liga,Girona,Celta,No Recovery,1,10,10.0
Spanish La Liga,Girona,Celta,Protected Lead,3,10,30.0
Spanish La Liga,Girona,Celta,Recovery Draw,1,10,10.0
Spanish La Liga,Girona,Celta,Stable Draw,2,10,20.0
Spanish La Liga,Girona,Eibar,Draw Lost,1,4,25.0
Spanish La Liga,Girona,Eibar,No Recovery,3,4,75.0
Spanish La Liga,Girona,Elche,Draw Breakthrough,1,2,50.0
Spanish La Liga,Girona,Elche,Protected Lead,1,2,50.0
Spanish La Liga,Girona,Espanol,Draw Breakthrough,1,8,12.5
Spanish La Liga,Girona,Espanol,Draw Lost,1,8,12.5
Spanish La Liga,Girona,Espanol,Lead Slip,1,8,12.5
Spanish La Liga,Girona,Espanol,No Recovery,1,8,12.5
Spanish La Liga,Girona,Espanol,Protected Lead,3,8,37.5
Spanish La Liga,Girona,Espanol,Stable Draw,1,8,12.5
Spanish La Liga,Girona,Getafe,No Recovery,4,10,40.0
Spanish La Liga,Girona,Getafe,Protected Lead,4,10,40.0
Spanish La Liga,Girona,Getafe,Stable Draw,2,10,20.0
Spanish La Liga,Girona,Granada,Protected Lead,2,2,100.0
Spanish La Liga,Girona,Huesca,Lead Slip,1,2,50.0
Spanish La Liga,Girona,Huesca,No Recovery,1,2,50.0
Spanish La Liga,Girona,La Coruna,Protected Lead,2,2,100.0
Spanish La Liga,Girona,Las Palmas,Draw Breakthrough,1,6,16.67
Spanish La Liga,Girona,Las Palmas,No Recovery,1,6,16.67
Spanish La Liga,Girona,Las Palmas,Protected Lead,4,6,66.67
Spanish La Liga,Girona,Leganes,Draw Breakthrough,1,6,16.67
Spanish La Liga,Girona,Leganes,Protected Lead,2,6,33.33
Spanish La Liga,Girona,Leganes,Stable Draw,3,6,50.0
Spanish La Liga,Girona,Levante,Draw Breakthrough,1,4,25.0
Spanish La Liga,Girona,Levante,Draw Lost,1,4,25.0
Spanish La Liga,Girona,Levante,Lead Slip,1,4,25.0
Spanish La Liga,Girona,Levante,Stable Draw,1,4,25.0
Spanish La Liga,Girona,Malaga,Protected Lead,1,2,50.0
Spanish La Liga,Girona,Malaga,Stable Draw,1,2,50.0
Spanish La Liga,Girona,Mallorca,Draw Lost,1,6,16.67
Spanish La Liga,Girona,Mallorca,No Recovery,1,6,16.67
Spanish La Liga,Girona,Mallorca,Protected Lead,3,6,50.0
Spanish La Liga,Girona,Mallorca,Stable Draw,1,6,16.67
Spanish La Liga,Girona,Osasuna,Draw Breakthrough,1,6,16.67
Spanish La Liga,Girona,Osasuna,Draw Lost,1,6,16.67
Spanish La Liga,Girona,Osasuna,No Recovery,1,6,16.67
Spanish La Liga,Girona,Osasuna,Protected Lead,2,6,33.33
Spanish La Liga,Girona,Osasuna,Stable Draw,1,6,16.67
Spanish La Liga,Girona,Real Madrid,Comeback Win,2,10,20.0
Spanish La Liga,Girona,Real Madrid,Draw Lost,2,10,20.0
Spanish La Liga,Girona,Real Madrid,No Recovery,4,10,40.0
